geocode,municipio,casos_total,casos_est,temp_min_media,temp_med_media,temp_max_media,umid_min_media,umid_med_media,umid_max_media,populacao,pib_bruto_mil,pct_esgoto,pct_agua,pct_lixo_coletado,area_km2,pib_percapita,incidencia,dens_demog,grupo
3507308,Boracéia,41,41,18.56136675824176,23.270420879120877,28.730907417582422,43.932434340659334,64.18928434065934,83.33428543956045,4838,657535,94.37308868501529,92.84403669724772,97.06422018348624,122.40936062564772,135910.50020669698,847.457627118644,39.52312123249766,1
3507407,Borborema,1706,1706,19.37414835164835,24.147123901098904,29.586518681318683,42.057495879120886,61.41042197802197,80.16499917582416,14405,704921,92.54057997446652,92.2670071128944,94.78387743935801,553.7426991683476,48935.855605692464,11843.110031239152,26.013886994148205,1
3507456,Borebi,152,152,17.23264642857143,21.556146428571434,26.728202197802197,48.43255,68.6830315934066,86.23450247252748,2801,118452,88.09523809523809,88.71635610766046,95.34161490683229,349.0275758264874,42289.1824348447,5426.633345233845,8.025153867476837,1
3507506,Botucatu,5257,5257,16.606907142857143,20.95433296703296,26.296893131868142,49.81523489010989,71.68899120879121,89.97873434065933,151053,7992148,95.70410113185359,97.21262678230192,99.40283698368367,1486.896861122006,52909.56154462341,3480.235414059966,101.58942691291719,1
3507605,Bragança Paulista,2993,2993,15.322219780219783,19.532541483516486,24.65422252747253,52.73232802197802,74.99670274725274,91.9901881868132,185688,10443288,84.74245003467625,88.85316184351554,99.72574238698695,513.7036876344051,56241.049502391106,1611.8435224677953,361.4690812423197,2
3507704,Braúna,40,40,19.157255494505495,23.8757662087912,29.183778021978025,45.01077417582418,63.23409697802198,80.76807417582417,5477,157855,91.04325699745547,91.19592875318067,94.4529262086514,196.00745655581989,28821.435092203763,730.3268212525105,27.94281450430553,1
3507753,Brejo Alegre,346,346,19.801694780219783,24.4967771978022,29.75578324175824,44.542933791208796,64.41616895604395,83.50619862637363,2605,90697,80.45738045738045,86.38253638253637,97.71309771309772,106.31578552805382,34816.50671785029,13282.14971209213,24.50247615686959,1
3507803,Brodowski,410,410,17.833881593406595,22.704123901098903,27.98384230769231,45.10087197802198,64.00689230769231,82.21087032967034,26314,1210305,97.48845590719675,97.28573037504223,98.88500957315013,279.20884978290127,45994.71764079957,1558.105951204682,94.24486373000154,1
3507902,Brotas,855,855,16.822313186813187,21.566683241758238,26.99186208791209,47.42188406593407,68.1043521978022,87.00229945054946,24501,1555980,92.7991651205937,92.8339517625232,97.80844155844156,1104.3759651330602,63506.79564099424,3489.6534835312846,22.18537959312435,1
3508009,Buri,818,818,16.024661538461547,19.769456868131865,24.75259065934066,55.07380054945055,77.22536071428571,92.99029395604396,20731,907833,79.30292598967299,83.14687320711417,91.55192197360871,1199.9041686311784,43791.08581351599,3945.7816796102456,17.277213082482596,2
3508108,Buritama,1458,1458,19.884486813186804,24.546006318681318,29.7328239010989,44.816979670329665,63.78360604395604,82.02565137362637,17658,746204,85.56916641768748,92.29160442187033,97.14669853600239,327.971212283599,42258.692943708236,8256.880733944954,53.8400912599945,1
3508207,Buritizal,58,58,18.271685989010987,23.019175549450555,28.155896703296705,42.59770412087912,62.06569752747253,81.42329615384615,4458,305568,87.35701384708007,85.49066827212522,94.70198675496688,267.210356590565,68543.74158815612,1301.031852848811,16.68348508972952,1
3508306,Cabrália Paulista,500,500,17.607031318681326,22.08190109890111,27.29858873626374,48.94199917582418,68.25657032967032,85.56569972527473,4360,177481,82.65497808390732,82.78021289918598,88.04007514088916,240.21784545272513,40706.65137614679,11467.88990825688,18.15019193009142,1
3508405,Cabreúva,1482,1482,15.700694505494509,19.870637362637364,25.119607142857145,51.305815109890105,73.88702005494505,91.24756346153846,48654,7240981,84.2379421221865,88.09003215434083,99.4983922829582,260.88617198392643,148826.01636042257,3045.9982735232456,186.49512785598174,2
3508504,Caçapava,4934,4934,15.919826923076926,20.21028873626374,25.350506868131863,52.34292747252748,75.00677170329669,92.27928131868131,100071,6516271,87.07214166864749,95.7838126931305,99.50380318516758,369.8437219938714,65116.47730111621,4930.49934546472,270.576446344703,1
3508603,Cachoeira Paulista,853,853,16.16799065934066,20.378946153846154,25.371508241758246,50.69603818681318,73.75404120879121,91.62180879120879,32534,847786,88.922512608895,93.61760660247593,98.89958734525447,288.7365694122388,26058.461916764,2621.8725026126513,112.67710240593088,1
3508702,Caconde,906,906,15.993146428571425,20.406257967032968,25.480550824175825,48.67880274725275,69.25276456043956,87.1664401098901,17228,554109,69.47842884739215,70.0096587250483,92.83644558918223,469.6108957124221,32163.28070582772,5258.88089157186,36.6856905520991,2
3508801,Cafelândia,251,251,19.13906318681319,23.69320659340659,28.917349175824167,45.201378021978016,63.81332142857143,81.60958021978023,16907,930635,92.5564270850008,92.06018889066752,94.82951816872098,922.4723031147848,55044.3603241261,1484.592180753534,18.32792154616726,1
3508900,Caiabu,155,155,19.63350412087912,24.25865934065934,29.54175082417582,43.778562912087914,61.708100549450556,78.57778104395604,3726,88015,80.43626448534424,85.07157464212679,90.66121336059987,254.0128734221358,23621.846484165326,4159.957058507783,14.668547896026832,1
3509007,Caieiras,1677,1677,15.374735439560444,19.24277692307692,24.25196923076923,54.67489560439561,77.54049917582418,93.66367417582417,98549,5507619,87.5351854118223,96.70175009178803,99.78276832701016,97.83731041162775,55887.11199504815,1701.6915443079076,1007.2742145647502,2
3509106,Caiuá,24,24,20.48389230769231,24.71431126373626,29.694427747252735,44.48451758241758,62.0677206043956,77.74568214285715,5599,111895,55.07674144037781,59.38606847697757,65.4073199527745,551.5004583551649,19984.818717628146,428.647972852295,10.152303439055816,2
